sentence1,sentence2,label
"Having borne the burden of the long days of patrolling , reconnaissance and minor engagements with the advancing Austrian , German and Ottoman columns prior to the battle , the 1st and 2nd Light Horse Brigades had alone withstood the attack from midnight on 3 / 4 August until dawn on 4 August , as well as continuing to fight during the long days of battle .","Eventually after more discussions at local <unk> and then in the Sejm , he won the case and was granted the right for <unk> .",1
"Villa 's colours at the outset generally comprised plain shirts ( white , grey or a shade of blue ) , with either white or black shorts .","For a few years after that ( 1877 – 79 ) the team wore several different kits from all white , blue and black , red and blue to plain green .",0
"Villa 's colours at the outset generally comprised plain shirts ( white , grey or a shade of blue ) , with either white or black shorts .","The side responded positively to this stroke of luck , winning their next three matches by significant margins , before losing to Essex .",1
"In 1959 , the United States sent military advisors to train the Army of the Republic of Vietnam .","By 1965 , there were 25 @,@ 000 military advisors in South Vietnam and on March 8 , 1965 , the United States Marines became the first US combat troops to land in South Vietnam , with a force of 3 @,@ 500 .",0
"In 1959 , the United States sent military advisors to train the Army of the Republic of Vietnam .","They 'll feel the gun hits . """,1
"1887 – 92 – November 5 , 1937 ) was a vaudeville performance artist , thought to be of Egyptian descent , who was famous for acts of controlled regurgitation .","His best @-@ known feats included water spouting , smoke swallowing , and nut and handkerchief swallowing followed by <unk> in an order chosen by the audience .",0
"1887 – 92 – November 5 , 1937 ) was a vaudeville performance artist , thought to be of Egyptian descent , who was famous for acts of controlled regurgitation .","The government ( Croatian : <unk> ) , the main executive power of Croatia , is headed by the prime minister who has four deputies , three of whom also serve as government <unk> there are seventeen other ministers who are appointed by the prime minister with the consent of the Sabor ; these are in charge of particular sectors of activity .",1
"The data was then used to re @-@ define WASP @-@ 13b 's parameters , including its age , mass , radius , and density .","The study also noted that a limb darkening effect was present , a characteristic that may affect future atmospheric studies of the planet .",0
"The data was then used to re @-@ define WASP @-@ 13b 's parameters , including its age , mass , radius , and density .","They reported that the slide had created two new peaks on the mountain and that the north peak , overlooking the town , was not in imminent danger of collapse .",1
"Observations were also made from Tahiti by James Cook and Charles Green at a location still known as "" Point Venus "" .","This occurred on the first voyage of James Cook , after which Cook explored New Zealand and Australia .",0
"Observations were also made from Tahiti by James Cook and Charles Green at a location still known as "" Point Venus "" .","The passion and conviction of Tennyson 's language — and even his own comments on the poem — signify that the poet , as was typical in the Victorian age , admired courage and persistence .",1
"In 1999 , Fox Studios Australia in Sydney used a different version of "" Bart vs. Australia "" as part of their Simpsons attraction , called The Simpsons Down Under .","They had contacted the Simpsons writing staff and asked if they would write the screenplay for a ride in their attraction , based on this episode .",0
"In 1999 , Fox Studios Australia in Sydney used a different version of "" Bart vs. Australia "" as part of their Simpsons attraction , called The Simpsons Down Under .","It has since been said that the investigators failed to acknowledge that rigor mortis passes in a 24 ‑ to 48 ‑ hour time period , and that the body could <unk> have been <unk> once rigor mortis had passed .",1
There have been many radio versions of the play .,In 1925 the BBC broadcast an adaptation with Hesketh Pearson as Jack Worthing .,0
There have been many radio versions of the play .,"Shimomura was born on October 19 , 1967 , in <unk> Prefecture , Japan .",1
"On 5 October 2000 , the directive was successfully overturned in the European Court of Justice on the grounds that it was unlawful .","A new Tobacco Advertising Directive took effect in July 2005 ; the Financial Times described Mosley as "" furious "" that this was a year earlier than provided for under the 1998 directive .",0
"On 5 October 2000 , the directive was successfully overturned in the European Court of Justice on the grounds that it was unlawful .","This resulted in an official announcement by Hương and Khánh three days later , in which the military again reiterated their commitment to civilian rule through an elected legislature and a new constitution , and that "" all genuine <unk> "" would be "" <unk> assembled "" to collaborate in making a plan to defeat the communists .",1
"The northern facade , built during the 16th century in the Renaissance Herrera style , is oldest part of the cathedral and was named after Juan de Herrera , architect of the El Escorial monastery in Spain .","While the eastern and western facades are older than most of the rest of the building , their third level has <unk> columns which are associated with the Baroque period .",0
"The northern facade , built during the 16th century in the Renaissance Herrera style , is oldest part of the cathedral and was named after Juan de Herrera , architect of the El Escorial monastery in Spain .","The eleventh , or penultimate , line begins on the stressed syllable of the iambic foot and drops the <unk> syllable — an <unk> ( or "" headless "" ) <unk> line — that results in a truncated seven @-@ syllable iambic tetrameter line .",1
"For fertility treatments , a collection condom may be used to collect semen during sexual intercourse where the semen is provided by the woman 's partner .",Private sperm donors may also use a collection condom to obtain samples through masturbation or by sexual intercourse with a partner and will transfer the <unk> from the collection condom to a specially designed container .,0
"For fertility treatments , a collection condom may be used to collect semen during sexual intercourse where the semen is provided by the woman 's partner .","On March 27 , 2007 , Shimomura released her first non @-@ video game album , <unk> , an album of vocal songs sung by <unk> .",1
"The film was remade into Tamil as <unk> by Prabhu Deva featuring Vijay and Asin in the lead roles , and marked Deva 's debut as a director of Tamil cinema .",Deva remade the film into Hindi as Wanted in 2009 featuring Salman Khan and Ayesha Takia .,0
"The film was remade into Tamil as <unk> by Prabhu Deva featuring Vijay and Asin in the lead roles , and marked Deva 's debut as a director of Tamil cinema .","On the third play , Tharp completed a pass for nine yards for a first down .",1
"The most common initial response to alarm calls is to stay in the area and scan for threats , rather than withdraw .","A study conducted in Melbourne and a nearby rural area found that noisy miners in urban areas were less likely to take flight , and when they did they flew shorter distances .",0
"The most common initial response to alarm calls is to stay in the area and scan for threats , rather than withdraw .","Trotternish typically has 200 hours of bright sunshine in May , the <unk> month .",1
"The black @-@ tailed jackrabbit plays host to many <unk> including fleas , ticks , lice , and mites , and many <unk> including <unk> , <unk> , <unk> , and <unk> ( <unk> ) larvae .","<unk> affecting the black @-@ tailed jackrabbit in the West are tularemia , <unk> <unk> , <unk> , Q fever , and Rocky Mountain spotted fever .",0
"The black @-@ tailed jackrabbit plays host to many <unk> including fleas , ticks , lice , and mites , and many <unk> including <unk> , <unk> , <unk> , and <unk> ( <unk> ) larvae .","This is <unk> , "" master of positive and negative principles of existence and <unk> of their harmony "" or Shiva as the <unk> <unk> in deep meditation praying for the preservation of humanity .",1
The Missouri River <unk> Bridge will connect Miller 's Landing to Council Bluffs in 2009 .,A <unk> trail will run the length of the river from the South Omaha Bridge to <unk> Dodge Park .,0
The Missouri River <unk> Bridge will connect Miller 's Landing to Council Bluffs in 2009 .,= = Taking The Gully = =,1
"The origin of the 400 metres hurdles also lies in Oxford , where ( around 1860 ) a competition was held over 440 yards and twelve 1 @.",@ 06 m high wooden barriers were placed along the course .,0
"The origin of the 400 metres hurdles also lies in Oxford , where ( around 1860 ) a competition was held over 440 yards and twelve 1 @.","Robyn had three children from her first marriage , which was monogamous : Dayton , Aurora , and <unk> .",1
"Malcolm <unk> suggested that its shape "" sticks out of the west coast of northern Scotland like a lobster 's claw ready to snap at the fish bone of Harris and Lewis "" and W. H. Murray , commenting on its irregular coastline , stated that "" Skye is sixty miles [ 100 km ] long , but what might be its breadth is beyond the ingenuity of man to state "" .","Martin Martin , a native of the island , reported on it at length in a 1703 publication .",0
"Malcolm <unk> suggested that its shape "" sticks out of the west coast of northern Scotland like a lobster 's claw ready to snap at the fish bone of Harris and Lewis "" and W. H. Murray , commenting on its irregular coastline , stated that "" Skye is sixty miles [ 100 km ] long , but what might be its breadth is beyond the ingenuity of man to state "" .","The area favoured defence ; sand dunes , stretching about 6 miles ( 9 @.",1
"In 1846 , he had prevented Iowa from including Fort Snelling and Saint Anthony Falls within its northern border .","In 1847 , he kept the organizers of Wisconsin from including Saint Paul and Saint Anthony Falls .",0
"In 1846 , he had prevented Iowa from including Fort Snelling and Saint Anthony Falls within its northern border .","The unit was awarded the <unk> Unit Award , equivalent to individual Silver Stars , for their combat performance in the Fishhook .",1
"These include the suggestion by S. <unk> @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century <unk> <unk> <unk> written by Icelandic historian <unk> <unk> , who stated that in Norse mythology , <unk> and <unk> , brother and sister ( respectively ) , were taken up from the earth by the moon ( personified as the god <unk> ) as they were <unk> water from the well called <unk> , bearing on their shoulders the <unk> called <unk> and the pole called <unk> .","Around 1835 John <unk> <unk> suggested that Jack and Jill were two priests , and this was enlarged by Katherine <unk> in 1930 to indicate that Jack represented Cardinal <unk> ( <unk> – 1530 ) ; and Jill was Bishop <unk> , who negotiated the marriage of Mary Tudor to the French king in 1514 .",0
"These include the suggestion by S. <unk> @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century <unk> <unk> <unk> written by Icelandic historian <unk> <unk> , who stated that in Norse mythology , <unk> and <unk> , brother and sister ( respectively ) , were taken up from the earth by the moon ( personified as the god <unk> ) as they were <unk> water from the well called <unk> , bearing on their shoulders the <unk> called <unk> and the pole called <unk> .",@ 9 m ) steel @-@ drum gates .,1
"However , their relationship rapidly begins to deteriorate towards the end of the third season after Rachel <unk> her job at the coffeehouse in favor of working in fashion .","While Rachel becomes increasingly preoccupied with her new job , Ross grows jealous of her companionship with her <unk> Mark ( Steven <unk> ) , ultimately culminating in their break up on their one @-@ year anniversary following a series of heated arguments and disagreements .",0
"However , their relationship rapidly begins to deteriorate towards the end of the third season after Rachel <unk> her job at the coffeehouse in favor of working in fashion .","Fowler was due to take the fifth and final spot @-@ kick , but the game had already ended when <unk> <unk> home his winning penalty .",1
The headquarters of the United Nations Stabilization Mission in Haiti ( MINUSTAH ) at Christopher Hotel and offices of the World Bank were destroyed .,"The building housing the offices of Citibank in Port @-@ au @-@ Prince collapsed , killing five employees .",0
The headquarters of the United Nations Stabilization Mission in Haiti ( MINUSTAH ) at Christopher Hotel and offices of the World Bank were destroyed .,"Burr compared Angelou 's poem with Frost 's , something she claimed the poetry critics who gave "" On the Pulse of Morning "" negative reviews did not do .",1
One of the caves on the eastern hill is unfinished .,"It is a protected island with a <unk> zone according to a <unk> issued in 1985 , which also includes "" a prohibited area "" that stretches 1 kilometre ( 0 @.",0
One of the caves on the eastern hill is unfinished .,"<unk> variable stars vary in radius and luminosity over time , expanding and contracting with periods ranging from minutes to years , depending on the size of the star .",1
"Berman asked what the endorsement would cost , to which Gerrold requested public acknowledgement of his work and to be cast as an extra in the episode .",Gerrold compared inserting new footage into an existing episode to Back to the Future Part II ( 1989 ) and later said that he would have gone in a different direction had he written the story .,0
"Berman asked what the endorsement would cost , to which Gerrold requested public acknowledgement of his work and to be cast as an extra in the episode .","For his on @-@ screen work he received four Academy Awards , two British Academy Film Awards , five Emmy Awards and three Golden Globe Awards .",1
"She has been described as "" virtually the only Scottish working @-@ class Women 's Social and Political Union ( WSPU ) member about whom anything is known "" .","She attended Sunday schools separately linked to the church and to socialism , and was educated at North <unk> School .",0
"She has been described as "" virtually the only Scottish working @-@ class Women 's Social and Political Union ( WSPU ) member about whom anything is known "" .","Here , he undertook test excavations at <unk> to determine a chronology of the site .",1
"Facing fourth down and needing three yards for drive @-@ continuing first down , Chapman passed for a first down at the State 29 @-@ yard line with 15 seconds remaining in the game .","On the game 's next play , Tech committed a holding penalty , which pushed the Hokies 10 yards further away from the end zone , out of field goal range , with 11 seconds remaining .",0
"Facing fourth down and needing three yards for drive @-@ continuing first down , Chapman passed for a first down at the State 29 @-@ yard line with 15 seconds remaining in the game .","Adults from central @-@ eastern and northern Queensland tend to have little or no olive @-@ yellow edging to the feathers of the back and wings , and have a wider white fringe on the feathers of the hind @-@ neck and back , giving birds from Queensland the appearance of having more distinctive scalloping than other populations .",1
"When Dylan made his move from acoustic folk and blues music to a rock backing , the mix became more complex .","For many critics , his greatest achievement was the cultural synthesis exemplified by his mid @-@ 1960s trilogy of albums — Bringing It All Back Home , Highway 61 Revisited and Blonde on Blonde .",0
"When Dylan made his move from acoustic folk and blues music to a rock backing , the mix became more complex .",The show itself won the 2007 Emmy for Outstanding Comedy Series ( and did so again for two subsequent years ) .,1
"It is commonly found in gardens and farm areas enriched with <unk> , near well @-@ decayed stumps and logs , and in wood chips .","A Japanese publication mentioned its occurrence in <unk> and Osaka @-@ <unk> , where it <unk> in November and December on the ground along paths or in open spaces , under or near bamboo ( <unk> <unk> ) and <unk> such as the Sawtooth Oak , the Japanese <unk> , and the <unk> tree .",0
"It is commonly found in gardens and farm areas enriched with <unk> , near well @-@ decayed stumps and logs , and in wood chips .","The town had no law enforcement officers , and the local government officials had become bar keepers .",1
"The under @-@ <unk> took part in the 2001 UEFA European Under @-@ 16 Championship in May , which they also won , with Torres scoring the only goal in the Final , as well as finishing as the tournament 's leading scorer , and was also named the player of the tournament .","In September 2001 , Torres represented the under @-@ 17 team at the 2001 FIFA U @-@ 17 World Championship , but the team failed to progress through the group stage .",0
"The under @-@ <unk> took part in the 2001 UEFA European Under @-@ 16 Championship in May , which they also won , with Torres scoring the only goal in the Final , as well as finishing as the tournament 's leading scorer , and was also named the player of the tournament .","The fifty @-@ word poem was a condensation of Kudirka 's <unk> of the Lithuanian state , the Lithuanian people , and their past .",1
"This route gives white europium ( III ) fluoride ( <unk> ) , yellow europium ( III ) chloride ( <unk> ) , gray europium ( III ) bromide ( <unk> ) , and colorless europium ( III ) iodide ( <unk> ) .","Europium also forms the corresponding <unk> : yellow @-@ green europium ( II ) fluoride ( <unk> ) , colorless europium ( II ) chloride ( <unk> ) , colorless europium ( II ) bromide ( <unk> ) , and green europium ( II ) iodide ( <unk> ) .",0
"This route gives white europium ( III ) fluoride ( <unk> ) , yellow europium ( III ) chloride ( <unk> ) , gray europium ( III ) bromide ( <unk> ) , and colorless europium ( III ) iodide ( <unk> ) .",""" Freakum Dress "" was generally well received by music critics who complimented Beyoncé 's vocals as well as the assertiveness with which she delivers the lyrics .",1
"Don 't take it personally is a visual novel , or interactive fiction game where the majority of the story is told through still images of the speaking characters in front of anime @-@ style backgrounds with text overlaid .","The player 's viewpoint follows one character , the teacher in a school , with the player seeing his thoughts as well as his and the other characters ' statements .",0
"Don 't take it personally is a visual novel , or interactive fiction game where the majority of the story is told through still images of the speaking characters in front of anime @-@ style backgrounds with text overlaid .","In response , the Ustaše killed a number of Serbs and burned their homes .",1
"Since the German battlecruisers were intended to fight in the line of battle , their armament needed to be sufficiently powerful to penetrate the armor of their British opponents .","<unk> increases were managed by reducing the number of guns , from 10 to 8 — the increase in gun caliber added only 36 tons to the ships ' displacement .",0
"Since the German battlecruisers were intended to fight in the line of battle , their armament needed to be sufficiently powerful to penetrate the armor of their British opponents .","In a trick play , he rushed the ball instead , picking up the first down .",1
"Any visible manifestation of a god 's power could be called its ba ; thus , the sun was called the ba of Ra .","A depiction of a deity was considered a <unk> , another component of its being , which acted as a vessel for that deity 's ba to inhabit .",0
"Any visible manifestation of a god 's power could be called its ba ; thus , the sun was called the ba of Ra .","Bertin 's wife Louis @-@ Marie reportedly did not like the painting ; his daughter , Louise , thought it transformed her father from a "" great lord "" to a "" fat farmer "" .",1
"Simone married a New York police detective , Andrew Stroud , in 1961 .","He later became her manager and the father of her daughter Lisa , but he abused Simone <unk> and physically .",0
"Simone married a New York police detective , Andrew Stroud , in 1961 .","The 150 metres , though rarely competed , has a star @-@ studded history : Pietro <unk> set a world best in 1983 , Olympic champions Michael Johnson and <unk> Bailey went head @-@ to @-@ head over the distance in 1997 , and <unk> <unk> improved <unk> 's record in 2009 .",1
"Gary uses the novel as a vehicle to denounce both racism and the activists supporting African @-@ American rights , including his own ex @-@ wife and Marlon Brando .","He also examines whether human responses to situations , including racism , are learned social behavior and whether they can be <unk> .",0
"Gary uses the novel as a vehicle to denounce both racism and the activists supporting African @-@ American rights , including his own ex @-@ wife and Marlon Brando .","Club referred to some of the vocal work as "" <unk> <unk> <unk> "" , but found Stevens ' music overall to be "" highly developed "" .",1
"Occasionally it has been ingested in error , because immature button forms resemble <unk> .",The white spots sometimes wash away during heavy rain and the mushrooms then may appear to be the edible A. caesarea .,0
"Occasionally it has been ingested in error , because immature button forms resemble <unk> .",The hurricane began to move to the north @-@ northwest in response to a trough off of the West Coast of the United States .,1
"By 14 January , a thousand bodies had been placed on the streets and <unk> .","Government crews manned trucks to collect thousands more , burying them in mass graves .",0
"By 14 January , a thousand bodies had been placed on the streets and <unk> .","Performances of "" Crazy in Love "" were included on her live albums The Beyoncé Experience Live ( 2007 ) , and the deluxe edition of I Am ... World Tour ( 2010 ) .",1
He recognised that the main blow was falling on Romani and ordered the 5th Mounted Yeomanry Brigade at Hill 70 to move towards Mount Royston .,"They were led by a Composite Regiment , which moved off at once , the remainder of the brigade preparing to follow .",0
He recognised that the main blow was falling on Romani and ordered the 5th Mounted Yeomanry Brigade at Hill 70 to move towards Mount Royston .,"Reflecting on the applause given to the Madres during the PopMart concert in Buenos Aires , the U2 magazine Propaganda called the result "" about the most moving thing I 've ever seen on a rock stage .",1
"When Eva was a year old , Duarte returned permanently to his legal family , leaving Juana Ibarguren and her children in <unk> .",Ibarguren and her children were forced to move to the poorest area of Junín .,0
"When Eva was a year old , Duarte returned permanently to his legal family , leaving Juana Ibarguren and her children in <unk> .",The tunnel was constructed using reinforced concrete and a central wall separates the two sets of traffic .,1
<unk> is the desire for what belongs to another .,"The US Bishops define it as "" an attitude that fills us with sadness at the sight of another 's prosperity . """,0
<unk> is the desire for what belongs to another .,"The location shooting of the film began on August 18 , 1986 at St. Mary 's church in <unk> .",1
"In turn it began to be adopted on a wider scale , being popularised in India by <unk> Roy <unk> and being adopted by a French <unk> group , Le Wicca Française .","Becoming widely known in western popular culture , it was utilised by the script writers of two popular American television shows , Buffy the Vampire Slayer and Charmed ; the first episode of the latter was titled "" Something Wicca This Way Comes "" while the tenth was titled "" Wicca <unk> "" .",0
"In turn it began to be adopted on a wider scale , being popularised in India by <unk> Roy <unk> and being adopted by a French <unk> group , Le Wicca Française .","( <unk> the more obvious use of this approach in Robert <unk> 's "" My Last Duchess "" . )",1
"The 10th Battalion , south of the plateau , was to capture a Turkish trench and artillery battery behind Gun Ridge .","The 9th Battalion , <unk> south , was to attack the artillery battery at Gaba Tepe , and the 12th Battalion was the reserve , with 26th Jacob 's Mountain Battery to establish their gun line on the plateau .",0
"The 10th Battalion , south of the plateau , was to capture a Turkish trench and artillery battery behind Gun Ridge .","With the "" four three @-@ quarter "" formation Wales became Home International Champions for the first time in 1893 ; in the process winning the Triple Crown .",1
"During the time the coat was missing , John 's magical abilities had begun to go out of control .","John eventually resolves this , and he was re @-@ united with his coat .",0
"During the time the coat was missing , John 's magical abilities had begun to go out of control .","Virginia Tech had not participated in a bowl game since the 1984 Independence Bowl against Air Force , while NC State was playing in its first postseason game since 1978 .",1
"Later , he disagreed with the views of his guru and began to travel India .","He successfully debated with many scholars and philosophers during this time and won over Naraharitirtha , a minister in <unk> , who would later become Madhvacharya 's first notable disciple .",0
"Later , he disagreed with the views of his guru and began to travel India .",The depth of the system was 8 @.,1
Veeru nearly beats Gabbar to death when Thakur appears and reminds Veeru of the promise to hand over Gabbar alive .,Thakur uses his spike @-@ <unk> shoes to severely <unk> Gabbar and destroy his hands .,0
Veeru nearly beats Gabbar to death when Thakur appears and reminds Veeru of the promise to hand over Gabbar alive .,"Most scholars link the creation of the Georgian alphabet to the process of Christianisation of a core Georgian @-@ speaking kingdom , that is , <unk> ( or Iberia in Classical sources ) .",1
"In much distress in the <unk> midsummer sands , infantry in the 42nd Division marched very slowly and far in the rear .","The 52nd ( Lowland ) Division also experienced difficulties ; although Lawrence ordered the division to move at 06 : 37 , the men did not leave their trenches until nearly midday , reaching their objective of Abu Hamra late in the evening .",0
"In much distress in the <unk> midsummer sands , infantry in the 42nd Division marched very slowly and far in the rear .",Steve Turner appeared on a panel of experts in the 2008 documentary Van Morrison : Under Review 1964 – 1974 .,1
"Several areas of Bath had undergone development during the Stuart period , and development increased during Georgian times in response to the increasing number of visitors to the spa and resort town who required accommodation .","The architects John Wood , the Elder and his son John Wood , the Younger laid out the new quarters in streets and squares , the identical façades of which gave an impression of palatial scale and classical <unk> .",0
"Several areas of Bath had undergone development during the Stuart period , and development increased during Georgian times in response to the increasing number of visitors to the spa and resort town who required accommodation .","Townsend was inspired one morning while driving across Canada with his band , and looked to write an "" introspective "" album dedicated to his homeland .",1
"In 1997 , the Museum of Science and Natural History merged with the Little Rock Children 's Museum , which had been located in Union Station , to form the Arkansas Museum of Discovery .",The new museum was relocated to a historic building in the Little Rock River Market District .,0
"In 1997 , the Museum of Science and Natural History merged with the Little Rock Children 's Museum , which had been located in Union Station , to form the Arkansas Museum of Discovery .",Another unit that would be present during the attack but not directly involved was A Company of the 1st Canadian Parachute Battalion .,1
Agricultural damage in the US is estimated as costing about US $ 800 million annually .,This bird is not considered to be as damaging to agriculture in South Africa as it is in the United States .,0
Agricultural damage in the US is estimated as costing about US $ 800 million annually .,The island itself can be subdivided into two <unk> : the Celtic broadleaf forests and North Atlantic moist mixed forests .,1
"This scene was later re @-@ recorded in Paris in 1994 during the filming of the season finale "" Counterfeit Part Two "" , this time including the dialog .","However , this footage was not seen in the final version ; the footage was eventually used in the season four episode "" Leader of the Pack "" .",0
"This scene was later re @-@ recorded in Paris in 1994 during the filming of the season finale "" Counterfeit Part Two "" , this time including the dialog .",Spin bowlers in particular win far more appeals for lbw .,1
"Despite his reputation as a "" goal @-@ <unk> "" , he was also a creative player , capable of linking up well with other players , and laying off the ball to other strikers .","Despite his talent , he was also known to be injury @-@ prone throughout his career .",0
"Despite his reputation as a "" goal @-@ <unk> "" , he was also a creative player , capable of linking up well with other players , and laying off the ball to other strikers .",These attacks on Meyerbeer ( which also included <unk> at Felix Mendelssohn ) are regarded by Paul Lawrence Rose as a significant milestone in the growth of German anti @-@ Semitism .,1
"The synagogue 's eight valuable Torah scrolls were saved due to an intervention by Leonardo Grivičić , an entrepreneur and industrialist who lived next door from Mile <unk> , a minister in the Ustaša government .","He was also close to <unk> Ante Pavelić and the Third Reich 's ambassador to Croatia , Edmund <unk> @-@ <unk> .",0
"The synagogue 's eight valuable Torah scrolls were saved due to an intervention by Leonardo Grivičić , an entrepreneur and industrialist who lived next door from Mile <unk> , a minister in the Ustaša government .","In 1633 , to protect the interests of Judith and the children , the lease was signed over to the trust of : John Hall , Susanna 's husband ; Thomas Nash , the husband of Judith 's niece ; and Richard Watts , vicar of nearby <unk> , who was Quiney 's brother @-@ in @-@ law and who had <unk> at Thomas and Judith 's wedding .",1
"The most important difference from monuments at other Maya sites is that they are carved in the round like statues , often with hieroglyphic text running down the spine .","On the fifth terrace , in @-@ the @-@ round sculptures of Toniná 's rulers dominated two @-@ dimensional representations of defeated enemies .",0
"The most important difference from monuments at other Maya sites is that they are carved in the round like statues , often with hieroglyphic text running down the spine .","On May 2 , another partially tropical system formed over open waters .",1
@ 6 in ) upper and 50 @-@ millimeter ( 2 @.,@ 0 in ) middle decks before exploding on the armored deck .,0
@ 6 in ) upper and 50 @-@ millimeter ( 2 @.,"Two helicopters were stationed at Stavanger Airport , Sola and two at Bergen Airport , <unk> .",1
She was marketed as Barbie 's best friend .,No Midge dolls were sold for the rest of the vintage years after the 1960s .,0
She was marketed as Barbie 's best friend .,"Club graded it with a B + , praising the "" wonderfully moody "" episode and how it was able to make the halting Observer dialogue work .",1
"The Fei ( <unk> ) family of the town of <unk> , located just west of Shanghai , converted a mansion on their property into a Buddhist <unk> @-@ <unk> hall , and later built several other religious buildings around the hall .","This spurred a boom in temple construction in the area , causing <unk> to become a major center of the White Lotus sect of Buddhism , which in turn spurred the construction of more temples and lead the town to become a significant location within the Song .",0
"The Fei ( <unk> ) family of the town of <unk> , located just west of Shanghai , converted a mansion on their property into a Buddhist <unk> @-@ <unk> hall , and later built several other religious buildings around the hall .",= = First record deal and lead single = =,1
"This image is an <unk> copy of the design Longacre had made for the three @-@ dollar piece , and is one of a number of versions of Liberty Longacre created based on the Venus <unk> or <unk> Venus , a sculpture then on display in a Philadelphia museum .","For the reverse , Longacre adapted the "" agricultural wreath "" he had created for the reverse of the three @-@ dollar piece , composed of cotton , corn , tobacco , and wheat , blending the produce of North and South .",0
"This image is an <unk> copy of the design Longacre had made for the three @-@ dollar piece , and is one of a number of versions of Liberty Longacre created based on the Venus <unk> or <unk> Venus , a sculpture then on display in a Philadelphia museum .","This technique even allows the incorporation of unnatural amino acids into proteins , using modified <unk> , and may allow the rational design of new proteins with novel properties .",1
"According to the Jains , Syādvāda and kevalajñāna ( omniscience ) are the <unk> facts of knowledge .","In this regard , <unk> Samantabhadra writes :",0
"According to the Jains , Syādvāda and kevalajñāna ( omniscience ) are the <unk> facts of knowledge .",Bedell sponsored several bold initiatives during his tenure in the United States House of Representatives .,1
"@ 5 billion USD ) in estimated economic losses , according to <unk> <unk> ; insured damages totaled $ 3 billion pesos ( MXN , $ 230 million USD ) .",A total of six fatalities occurred in the states of Hidalgo and Puebla .,0
"@ 5 billion USD ) in estimated economic losses , according to <unk> <unk> ; insured damages totaled $ 3 billion pesos ( MXN , $ 230 million USD ) .","Wells ' The First Men in the Moon , explaining that : "" [ Wells ] pictured a very ancient Selenite <unk> horrified at human <unk> .",1
"She also said that because of long distances , American actors or those of other <unk> were avoided : "" <unk> actors from [ Los Angeles ] to Rome on a regular basis does not look good for the budget .","We 're quite cheap . """,0
"She also said that because of long distances , American actors or those of other <unk> were avoided : "" <unk> actors from [ Los Angeles ] to Rome on a regular basis does not look good for the budget .","After passing the entrance exam on his second attempt , in 1907 Wheeler was awarded a scholarship to read classical studies at University College London ( UCL ) , <unk> daily from his parental home to the university campus in Bloomsbury , central London .",1
The president of the Constitutional Court is elected by the court judges for a four @-@ year term .,"As of June 2012 , the president of the Constitutional Court is <unk> <unk> .",0
The president of the Constitutional Court is elected by the court judges for a four @-@ year term .,"However , he started the season on crutches , due to a torn hip <unk> .",1
The album was first released in Japan on 7 June 2006 through Universal Music Group before being released two days later in Germany .,In the United Kingdom Loose was released on 12 June 2006 via Geffen Records and was released eight days later on 20 June 2006 in Canada and the United States .,0
The album was first released in Japan on 7 June 2006 through Universal Music Group before being released two days later in Germany .,@ 8 % ) and value ( 7 @.,1
"Nevertheless , Smith returned a report to the Secretary of the Treasury asking for $ 500 @,@ 000 to do the job .","The report is the first published study on the topic of the Everglades , and concluded with the statement :",0
"Nevertheless , Smith returned a report to the Secretary of the Treasury asking for $ 500 @,@ 000 to do the job .","Confusion between the two pathogens ' life @-@ cycles led him to briefly recognize his genus <unk> , but following the description of Pneumocystis by others as an independent genus , Chagas returned to the use of the name Trypanosoma cruzi .",1
"The dolls sold in this time period usually had red hair , often with freckles , and her eye color was usually blue .","Also in the period , Wedding Day Midge was sold , with the groom being Alan Sherwood , who had been marketed as Midge 's boyfriend in the vintage years .",0
"The dolls sold in this time period usually had red hair , often with freckles , and her eye color was usually blue .","Although St. Croix was brushed by the eyewall , sustained winds reached 53 mph ( 85 km / h ) with gusts to 72 mph ( 116 km / h ) .",1
"In addition to the local and foreign fans , 6 @,@ 000 off @-@ duty SFOR soldiers attended the event in uniform .",<unk> Nogić attended the concert and arrived in a <unk> with the band .,0
"In addition to the local and foreign fans , 6 @,@ 000 off @-@ duty SFOR soldiers attended the event in uniform .","Two of these letters survive , and their authenticity has been doubted , mainly because they are only preserved as part of the post @-@ Norman Conquest Canterbury @-@ York dispute .",1
Her secondary armament of four BL 6 @-@ inch Mark XI guns was arranged in single casemates .,They were mounted amidships on the main deck and were only usable in calm weather .,0
Her secondary armament of four BL 6 @-@ inch Mark XI guns was arranged in single casemates .,The National Museum of Somalia is based in Mogadishu and holds many culturally important artefacts .,1
"In The Story of Yue Fei , the General simultaneously duels with two other warriors vying for first place in a military exam ; one is nine feet tall and the other is eight feet tall .",A <unk> of the Taoist saint Zhang <unk> states he was over seven feet tall .,0
"In The Story of Yue Fei , the General simultaneously duels with two other warriors vying for first place in a military exam ; one is nine feet tall and the other is eight feet tall .","Hurricane Brenda originated from a tropical wave that moved off the western coast of Africa on August 9 ; however , the initial wave quickly weakened upon entering the Atlantic Ocean .",1
